Tag 1,Tag 2,Tag 3,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Your Comments
7. Group Certification,7.1. Group Management,7.1.2,"The organization, the Internal Control System (ICS) Manager, and all group members are all located within a single country or within Europe.","1) Under this context, Europe is defined as the countries which belong to the European Union, plus the United Kingdom, Norway, and Switzerland.

2) For Communal Farmer Groups (including producers of mammal animals and waterfowl): any given farm member should be located within a straight-line distance of 500 km from its ICS headquarters.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.1. Group Management,7.1.3,"If the group is a Communal Farmer Group, all members meet the qualifying criteria. ","1) Farmers may be eligible for participation in a Communal Farmer Group certification if the following two criteria are met:
- The farmer faces significant economic constraints, such as a lack of capital assets and low access to finance (i.e. lack of economies of scale); and
- The farmer faces significant information constraints, including a lack of technical knowledge and low access to market information.
The farmer shall also meet at least two of the following criteria:
- The farmer has little or no land security;
- The farmer is independent and not affiliated with a company for which he/she produces fibers;
- The farmer has a small number of livestock;
- The farm relies on family labor;
- Animal fibers are the farmer's primary source of income;
- The farm uses relatively low levels of agricultural inputs and has comparatively low yields relative to the range of yields for the given commodity and context; and/or
- The farm has a relatively small land footprint.

2) A farmer does not necessarily  have to share land with other farmers in order to qualify for Communal Farmer Group certification.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.2. Internal Control System,7.2.1,The organization has an internal control system (ICS) in place.,"1) An internal control system is the system used by a group for the oversight and management of conformity with all applicable criteria in the unified standard for all individual members of the group.

2) This criterion assesses whether an ICS is in place.",Conformance-Related,Critical,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.2. Internal Control System,7.2.2,"The organization appoints an ICS Manager, who is responsible for the management of the ICS and for ensuring conformity to the relevant unified standard requirements by all group members.","1) Ideally, the ICS Manager should be part of the same legal entity representing the group members; however, the ICS Manager could be a different entity delegated by the legal entity (e.g., a contracted person, or a consulting firm hired for that specific purpose).",Conformance-Related,Critical,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.2. Internal Control System,7.2.3,"The ICS Manager designates the responsibilities among the different actors in the group (e.g., ICS employees, members, contractors, etc.).","1) The ICS Manager is free to determine at what level the implementation of requirements is conducted, as long as conformance is demonstrated for each member of the group.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.2. Internal Control System,7.2.4,"The ICS contains documented procedures showing how the group certificate is managed, including procedures for at least the following elements:
a) Approving and sanctioning group members;
b) Maintaining records;
c) Training of group members and ICS employees;
d) Mechanisms to address members' grievances;
e) Internal inspections of group members to guarantee their conformance;
f) Follow-up on corrective actions raised to group members; and
g) Logo use and claims within the group.","1) The ICS must provide written documents to demonstrate they have procedures in place that are being followed for all the points in the criterion.

2) For accepting and adding new Communal Farmer Group members, the ICS records the assessment of their eligibility.

3) Group members' grievances may include the right to appeal any sanctions imposed by the ICS, issues related to membership rights/payments, and volume reconciliation, among others.",Conformance-Related,Critical,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.2. Internal Control System,7.2.5,"The ICS maintains the following records:
a) A documented management structure of the ICS;
b) A complete and updated list of group members;
c) A signed membership agreement per member, which specifies the member is part of a unified standard scope certificate, the rights and obligations of group members, including to receive periodic inspections by the ICS and to be audited by its certification body;
d) A completed version of the Farm Questionnaire for each farm;
e) Polygon data (i.e., GIS shapefiles), for each farm, showing the location and extent of farmland;
f) Records of internal inspections for all members, showing the site's conformity or non-conformity with all applicable requirements;
g) Records of which group members belong to another scope certificate,
including the name of the certified organization and type of certification (e.g., individual or group), in each case; and
h) For Communal Farmer Groups only: copies of the group level records and plans.","1) The ICS must provide written records that cover all requirements in the criterion.

2) If the group is a Communal Farmer Group point g) does not apply. Members of Communal Farmer Groups may only be part of the single scope certificate applicable to the Communal Farmer Group.

3) Point h) only applies to Communal Farmer Groups. In other Farm Groups each individual member is required to have organization-specific records and plans. 

4) Regarding conformity levels:
- If the ICS partially meets each requirement; for example, it has details for all but one member, the level of conformity shall be Minor.
- If the ICS has details for most members but not all, the level of conformity shall be Major.
- If the ICS has no details at all for one or more of the requirements of the criteria, the level of conformity shall be Critical.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.2. Internal Control System,7.2.6,The ICS supports its group members to meet all the relevant requirements listed in applicable sections of the unified standard.,"1) The ICS ensures all group members comply with all the applicable requirements of the unified standard (i.e., other sections of the standard), depending on their specific scope and circumstances for the material(s) they produce.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.3. Group Member Requirements,7.3.1,"Group members have access to, and understand the relevant requirements of the unified standard, and are aware of consequences of non-conformity.","1) The ICS ensures that all group members understand what needs to be done to meet the requirements of the unified standard, and that they are aware of what happens and what they need to do should there be a non-conformity. This includes understanding the differences between the levels of conformity that apply.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.3. Group Member Requirements,7.3.2,"Group members and ICS employees (including ICS inspectors), are provided with training regarding the unified standard, which is sufficient to meet their responsibilities.","1) There is a record to show that group members and ICS employees have received training, and through interviews they can demonstrate they are equipped to meet their various responsibilities.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
7. Group Certification,7.4. Inspection of Members,7.4.1,"The ICS documents and implements an inspection protocol to ensure that all the relevant standard requirements are met by all group members, including:
a) A process for addressing non-conformities by any member (e.g., identification, grading, follow-up until closure or suspension), and for keeping records of non-conformities issued and closed, with explanation of the corrective actions taken;
b) The ICS designates inspectors to carry out the internal inspections;
c) The ICS implements on-site annual inspections for each of its members;
d) A written inspection report is prepared after each inspection, identifying findings and all non-conformities; and
e) The ICS ensures group members are aware that they may be selected for annual sample audits according to the risk assessment done by the certification body, and must be prepared for possible additional visits by the certification body without notice.","1) The ICS can provide a copy of its inspection protocol, which includes all points listed in the criterion.

2) The ICS inspectors cannot conduct inspections to immediate family members or to their own operations.

3) The ICS inspectors collect and keep means of verification (e.g., pictures or other records), of key findings, especially when raising non-conformities.

4) The ICS can provide copies of written internal inspection reports conducted to its members, upon request by its certification body and Textile Exchange.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down",
